254,alcohol,乙醇,yi3 chun2,n
255,alert,警惕的,jing3 ti4 de5,a
256,alert,活跃的,huo2 yue4 de5,a
257,alike,同样的,tong2 yang4 de5,a
258,alike,相同的,xiang1 tong2 de5,a
259,alive,活着的,huo2 zhe5 de5,a
260,alive,活跃的,huo2 yue4 de5,a
261,all,全部的,quan2 bu4 de5,a
262,all,全部,quan2 bu4,prep
263,alliance,联盟,lian2 meng2,n
264,alliance,联合,lian2 he2,n
265,allocate,分派,fen1 pai4,vt
266,allocate,分配,fen1 pei4,vt
267,ally,盟国,meng2 guo2,n
268,ally,同盟者,tong2 meng2 zhe3,n
269,ally,伙伴,huo3 ban4,n
270,alone,单独的,dan1 du2 de5,a
271,alone,单独地,dan1 du2 di4,ad
272,along,沿着,yan2 zhe5,prep
273,along,向前,xiang4 qian2,ad
274,alongside,在旁边,zai4 pang2 bian1,prep
275,aloud,出声地,chu1 sheng1 di4,ad
276,aloud,大声地,da4 sheng1 di4,ad
277,alphabet,字母表,zi4 mu3 biao3,n
278,alphabet,字母系统,zi4 mu3 xi4 tong3,n
279,already,早已,zao3 yi3,ad
280,already,已经,yi3 jing1,ad
281,also,亦,yi4,ad
282,also,也,ye3,ad
283,also,而且,er2 qie3,ad
284,also,还,hai2,ad
285,alter,改变,gai3 bian4,vt
286,alter,变更,bian4 geng4,vt
287,alter,改做,gai3 zuo4,vt
288,alternative,替换物,ti4 huan4 wu4,n
289,alternative,两者选一的,liang3 zhe3 xuan3 yi1 de5,n
290,although,尽管,jin3 guan3,conj
291,although,虽然,sui1 ran2,conj
292,altitude,高,gao1,n
293,altitude,高度,gao1 du4,n
294,altitude,高处,gao1 chu3,n
295,altogether,完全,wan2 quan2,ad
296,altogether,总而言之,zong3 er2 yan2 zhi1,ad
297,aluminium,铝,lu:3,n
298,aluminum,化铝,hua4 lu:3,n
299,always,总是,zong3 shi4,ad
300,always,一直,yi1 zhi2,ad
301,always,永远,yong3 yuan3,ad
302,amateur,业余的,ye4 yu2 de5,a
303,amateur,业余爱好者,ye4 yu2 ai4 hao3 zhe3,n
304,amaze,使惊奇,shi3 jing1 qi2,vt
305,amaze,使惊愕,shi3 jing1 e4,vt
306,ambassador,大使,da4 shi3,n
307,ambassador,使节,shi3 jie2,n
308,ambition,雄心,xiong2 xin1,n
309,ambition,抱负,bao4 fu4,n
310,ambition,野心,ye3 xin1,n
311,ambulance,救护车,jiu4 hu4 che1,n
312,ambulance,野战医院,ye3 zhan4 yi1 yuan4,n
313,amid,在中,zai4 zhong1,prep
314,amid,在中,zai4 zhong1,
315,amuse,逗乐,dou4 le4,vt
316,amuse,给娱乐,ji3 yu2 le4,vt
317,analyse,分析,fen1 xi1,vt
318,analyse,分解,fen1 jie3,vt
319,analyse,解析,jie3 xi1,vt
320,analysis,分析,fen1 xi1,n
321,analysis,分解,fen1 jie3,n
322,analysis,解析,jie3 xi1,n
323,analyze,分析,fen1 xi1,v
324,analyze,分解,fen1 jie3,v
325,ancestor,祖宗,zu3 zong1,n
326,ancestor,祖先,zu3 xian1,n
327,anchor,锚,mao2,n
328,anchor,抛锚,pao1 mao2,vi
329,anchor,停泊,ting2 bo2,vi
330,ancient,古代的,gu3 dai4 de5,a
331,ancient,古老的,gu3 lao3 de5,a
336,anger,怒,nu4,n
337,anger,愤怒,fen4 nu4,n
338,anger,使发怒,shi3 fa1 nu4,vt
339,angle,角,jiao3,n
340,angle,角度,jiao3 du4,n
341,angry,愤怒的,fen4 nu4 de5,a
342,angry,生气的,sheng1 qi4 de5,a
343,animal,动物,dong4 wu4,n
344,animal,兽,shou4,n
345,animal,动物的,dong4 wu4 de5,a
346,ankle,踝,huai2,n
347,anniversary,周年纪念日,zhou1 nian2 ji4 nian4 ri4,n
348,announce,宣布,xuan1 bu4,vt
349,announce,发表,fa1 biao3,vt
350,annoy,使恼怒,shi3 nao3 nu4,vt
351,annoy,打搅,da3 jiao3,vt
352,another,再一个的,zai4 yi1 ge4 de5,a
353,another,别的,bie2 de5,a
354,answer,回答,hui2 da2,vt
355,answer,响应,xiang3 ying1,vt
356,answer,适应,shi4 ying1,vt
357,ant,蚂蚁,ma3 yi3,n
358,anticipate,预料,yu4 liao4,vt
359,anticipate,预期,yu4 qi1,vt
360,antique,古代的,gu3 dai4 de5,a
361,antique,古董,gu3 dong3,n
362,anxiety,焦虑,jiao1 lu:4,n
363,anxiety,忧虑,you1 lu:4,n
364,anxiety,渴望,ke3 wang4,n
365,anxious,忧虑的,you1 lu:4 de5,a
366,anxious,渴望的,ke3 wang4 de5,a
367,any,什么,shen2 me5,a
368,any,一些,yi1 xie1,a
369,any,任何的,ren4 he2 de5,a
370,anybody,任何人,ren4 he2 ren2,prep
371,anyhow,无论如何,wu2 lun4 ru2 he2,ad
372,anyone,任何人,ren4 he2 ren2,pron
373,anything,任何事物,ren4 he2 shi4 wu4,pron
374,anything,一切,yi1 qie4,pron
375,anyway,无论如何,wu2 lun4 ru2 he2,ad
376,anywhere,任何地方,ren4 he2 di4 fang1,ad
377,apart,相隔,xiang1 ge2,ad
378,apart,分开,fen1 kai1,ad
379,apart,除去,chu2 qu4,ad
380,apartment,一套公寓房间,yi1 tao4 gong1 yu4 fang2 jian1,n
381,apologise,道歉,dao4 qian4,v
382,apologize,道歉,dao4 qian4,vi
383,apologize,谢罪,xie4 zui4,vi
384,apologize,认错,ren4 cuo4,vi
385,apology,道歉,dao4 qian4,n
386,apology,认错,ren4 cuo4,n
387,apology,谢罪,xie4 zui4,n
388,apparent,表面上的,biao3 mian4 shang4 de5,a
389,apparent,明显的,ming2 xian3 de5,a
390,appeal,呼吁,hu1 yu4,vi
391,appeal,申述,shen1 shu4,vi
392,appeal,呼吁,hu1 yu4,n
393,appeal,申述,shen1 shu4,n
394,appear,出现,chu1 xian4,vi
395,appear,来到,lai2 dao4,vi
396,appear,似乎,si4 hu1,vi
397,appearance,出现,chu1 xian4,n
398,appearance,来到,lai2 dao4,n
399,appearance,外观,wai4 guan1,n
400,appetite,食欲,shi2 yu4,n
401,appetite,胃口,wei4 kou3,n
402,appetite,欲望,yu4 wang4,n
403,applause,喝彩,he1 cai3,n
404,applause,夸奖,kua1 jiang3,n
405,applause,称赞,cheng1 zan4,n
406,applause,鼓掌,gu3 zhang3,n
407,applause,喝彩,he1 cai3,vt
408,applause,夸奖,kua1 jiang3,vt
409,applause,称赞,cheng1 zan4,vt
410,applause,鼓掌,gu3 zhang3,vt
411,apple,苹果,ping2 guo3,n
412,appliance,用具,yong4 ju4,n
413,appliance,器具,qi4 ju4,n
414,applicable,能应用的,neng2 ying1 yong4 de5,a
415,applicable,适当的,shi4 dang1 de5,a
416,applicant,申请人,shen1 qing3 ren2,n
417,application,请求,qing3 qiu2,n
418,application,申请,shen1 qing3,n
419,application,施用,shi1 yong4,n
420,apply,应用,ying1 yong4,vt
421,apply,实施,shi2 shi1,vt
422,apply,使用,shi3 yong4,vt
423,appoint,任命,ren4 ming4,vt
424,appoint,约定,yue1 ding4,vt
425,appointment,任命,ren4 ming4,n
426,appointment,约定,yue1 ding4,n
427,appointment,约会,yue1 hui4,n
428,appreciate,欣赏,xin1 shang3,vt
429,appreciate,领会,ling3 hui4,vt
430,appreciate,感谢,gan3 xie4,vt
431,approach,向靠近,xiang4 kao4 jin4,vt
432,approach,靠近,kao4 jin4,n
433,appropriate,恰当的,qia4 dang1 de5,a
434,approval,赞成,zan4 cheng2,n
435,approval,批准,pi1 zhun3,n
436,approve,赞成,zan4 cheng2,vt
437,approve,批准,pi1 zhun3,vt
438,approximate,近似的,jin4 si4 de5,a
439,approximate,近似,jin4 si4,vt
440,April,四月,si4 yue4,n
441,arbitrary,随心所欲的,sui2 xin1 suo3 yu4 de5,a
442,arbitrary,专断的,zhuan1 duan4 de5,a
443,architect,建筑师,jian4 zhu4 shi1,n
444,architecture,建筑学,jian4 zhu4 xue2,n
445,architecture,建筑式样,jian4 zhu4 shi4 yang4,n
446,area,面积,mian4 ji1,n
447,area,地区,di4 qu1,n
448,area,领域,ling3 yu4,n
449,argue,争论,zheng1 lun4,vi
450,argue,争辩,zheng1 bian4,vi
451,argue,辩论,bian4 lun4,vi
452,argument,争论,zheng1 lun4,n
453,argument,辩论,bian4 lun4,n
454,argument,理由,li3 you2,n
455,arise,出现,chu1 xian4,vi
456,arise,由引起,you2 yin3 qi3,vi
457,arithmetic,算术,suan4 shu4,n
458,arithmetic,四则运算,si4 ze2 yun4 suan4,n
459,arm,手臂,shou3 bei5,n
460,arm,武器,wu3 qi4,n
461,army,军队,jun1 dui4,n
462,army,陆军,lu4 jun1,n
463,around,在周围,zai4 zhou1 wei2,prep
464,arouse,引起,yin3 qi3,vt
465,arouse,唤起,huan4 qi3,vt
466,arouse,唤醒,huan4 xing3,vt
467,arrange,筹备,chou2 bei4,vt
468,arrange,整理,zheng3 li3,vt
469,arrange,调解,diao4 jie3,vt
470,arrangement,整理,zheng3 li3,n
471,arrangement,排列,pai2 lie4,n
472,arrangement,安排,an1 pai2,n
473,arrest,逮捕,dai4 bu3,vt
474,arrest,拘留,ju1 liu2,vt
475,arrival,到达,dao4 da2,n
476,arrival,到达者,dao4 da2 zhe3,n
477,arrive,到达,dao4 da2,vi
478,arrow,箭,jian4,n
479,art,艺术,yi4 shu4,n
480,art,美术,mei3 shu4,n
481,article,文章,wen2 zhang1,n
482,article,条款,tiao2 kuan3,n
483,article,物品,wu4 pin3,n
484,artificial,人工的,ren2 gong1 de5,a
485,artificial,娇揉造作的,jiao1 rou2 zao4 zuo4 de5,a
486,artist,艺术家,yi4 shu4 jia1,n
487,artist,美术家,mei3 shu4 jia1,n
488,as,当的时候,dang1 de5 shi2 hou4,conj
489,ash,灰,hui1,n
490,ash,灰末,hui1 mo4,n
491,ash,骨灰,gu2 hui1,n
492,ashamed,惭愧(的),can2 kui4 de5,a
493,ashamed,羞耻(的),xiu1 chi3 de5,a
494,aside,在旁边,zai4 pang2 bian1,ad
495,aside,到旁边,dao4 pang2 bian1,ad
496,ask,问,wen4,vt
497,ask,要求,yao4 qiu2,vt
498,ask,邀请,yao1 qing3,vt
499,asleep,睡着的,shui4 zhe5 de5,a
500,asleep,睡熟的,shui4 shu2 de5,a
501,aspect,方面,fang1 mian4,n
502,aspect,样子,yang4 zi5,n
503,aspect,外表,wai4 biao3,n
504,assemble,集合,ji2 he2,vt
505,assemble,召集,zhao4 ji2,vt
506,assemble,装配,zhuang1 pei4,vt
507,assembly,集合,ji2 he2,n
508,assembly,集会,ji2 hui4,n
509,assembly,装配,zhuang1 pei4,n
510,assess,对(财产等)估价,dui4 cai2 chan3 deng3 gu1 jia4,vt
511,asset,资产,zi1 chan3,n
512,asset,有用的东西,you3 yong4 de5 dong1 xi1,n
513,assign,指派,zhi3 pai4,vt
514,assign,分配,fen1 pei4,vt
515,assign,指定,zhi3 ding4,vt
516,assignment,任务,ren4 wu4,n
517,assignment,作业,zuo4 ye4,n
518,assist,援助,yuan2 zhu4,vt
519,assist,帮助,bang1 zhu4,vt
520,assistance,协助,xie2 zhu4,n
521,assistance,援助,yuan2 zhu4,n
522,assistant,助手,zhu4 shou3,n
523,assistant,助教,zhu4 jiao4,n
524,associate,交往,jiao1 wang3,vi
525,associate,联系,lian2 xi4,vi
526,associate,关联,guan1 lian2,n
527,association,协会,xie2 hui4,n
528,association,团体,tuan2 ti3,n
529,association,联合,lian2 he2,n
530,assume,假定,jia3 ding4,vt
531,assume,承担,cheng2 dan1,vt
532,assume,呈现,cheng2 xian4,vt
533,assumption,假定,jia3 ding4,n
534,assumption,视为当然之事,shi4 wei2 dang1 ran2 zhi1 shi4,n
535,assure,使确信,shi3 que4 xin4,vt
536,assure,向保证,xiang4 bao3 zheng4,vt
537,astonish,使惊讶,shi3 jing1 ya4,vt
538,astonish,使吃惊,shi3 chi1 jing1,vt
539,at,在里,zai4 li3,prep
540,at,在时,zai4 shi2,prep
541,athlete,运动员,yun4 dong4 yuan2,n
542,atmosphere,大气,da4 qi4,n
543,atmosphere,气氛,qi4 fen1,n
544,atom,原子,yuan2 zi5,n
545,atomic,原子的,yuan2 zi5 de5,a
546,atomic,原子能的,yuan2 zi5 neng2 de5,a
547,attach,缚,fu4,vt
548,attach,系,xi4,vt
549,attach,贴,tie1,vt
550,attach,附加,fu4 jia1,vt
551,attack,攻击,gong1 ji1,vt
552,attack,进攻,jin4 gong1,vt
553,attack,攻击,gong1 ji1,vi
554,attack,进攻,jin4 gong1,vi
555,attack,攻击,gong1 ji1,n
556,attack,进攻,jin4 gong1,n
557,attain,达到,da2 dao4,vt
558,attain,获得,huo4 de2,vt
559,attain,完成,wan2 cheng2,vt
560,attempt,尝试,chang2 shi4,vt
561,attempt,试图,shi4 tu2,vt
562,attempt,企图,qi3 tu2,n
563,attend,出席,chu1 xi2,vt
564,attend,照顾,zhao4 gu4,vt
565,attend,护理,hu4 li3,vt
566,attention,注意,zhu4 yi4,n
567,attention,留心,liu2 xin1,n
568,attention,注意力,zhu4 yi4 li4,n
569,attitude,态度,tai4 du4,n
570,attitude,看法,kan4 fa3,n
571,attitude,姿势,zi1 shi4,n
572,attorney,代理人,dai4 li3 ren2,n
573,attorney,辩护律师,bian4 hu4 lu:4 shi1,n
574,attract,吸引,xi1 yin3,vt
575,attract,诱惑,you4 huo4,vt
576,attraction,吸引,xi1 yin3,n
577,attraction,吸引力,xi1 yin3 li4,n
578,attractive,有吸引力的,you3 xi1 yin3 li4 de5,a
579,attribute,把归因于,ba3 gui1 yin1 yu2,vt
580,attribute,属性,shu3 xing4,n
581,audience,听众,ting1 zhong4,n
582,audience,观众,guan1 zhong4,n
583,audio,音频的,yin1 pin2 de5,adj
584,audio,声频的,sheng1 pin2 de5,adj
585,audio,声音的,sheng1 yin1 de5,adj
586,aunt,伯母,bo2 mu3,n
587,aunt,婶母,shen3 mu3,n
588,aunt,姑母,gu1 mu3,n
589,author,作者,zuo4 zhe3,n
590,author,作家,zuo4 jia1,n
591,authority,当局,dang1 ju2,n
592,authority,官方,guan1 fang1,n
593,authority,权力,quan2 li4,n
594,auto,汽车,qi4 che1,n
595,automatic,自动的,zi4 dong4 de5,a
596,automobile,汽车,qi4 che1,n
597,autumn,秋季,qiu1 ji4,n
598,auxiliary,辅助的,fu3 zhu4 de5,a
599,auxiliary,附属的,fu4 shu3 de5,a
600,available,可利用的,ke3 li4 yong4 de5,a
601,available,通用的,tong1 yong4 de5,a
602,avenue,道路,dao4 lu4,n
603,avenue,大街,da4 jie1,n
604,average,平均数,ping2 jun1 shu4,n
605,average,平均的,ping2 jun1 de5,a
606,avoid,避免,bi4 mian3,vt
607,avoid,躲开,duo3 kai1,vt
608,avoid,撤消,che4 xiao1,vt
609,awake,醒着的,xing3 zhe5 de5,a
610,awake,唤醒,huan4 xing3,vt
611,award,奖,jiang3,n
612,award,奖品,jiang3 pin3,n
613,award,判定,pan4 ding4,n
614,aware,知道的,zhi1 dao4 de5,a
615,aware,意识到的,yi4 shi1 dao4 de5,a
616,away,离开,li2 kai1,ad
617,away,远离,yuan3 li2,ad
618,away,去,qu4,ad
619,awful,令人不愉快的,ling4 ren2 bu4 yu2 kuai4 de5,a
620,awkward,笨拙的,ben4 zhuo1 de5,a
621,awkward,尴尬的,gan1 ga4 de5,a
622,baby,婴儿,ying1 er2,n
623,back,在后,zai4 hou4,ad
624,back,向后,xiang4 hou4,ad
625,back,背后,bei4 hou4,n
626,background,背景,bei4 jing3,n
627,background,经历,jing1 li4,n
628,backward,向后的,xiang4 hou4 de5,a
629,backward,倒的,dao3 de5,a
630,bacon,熏猪肉,xun1 zhu1 rou4,n
631,bacon,培根肉,pei2 gen1 rou4,n
632,bacteria,细菌,xi4 jun1,n
633,bad,坏的,huai4 de5,a
634,bad,恶的,e4 de5,a
635,bad,严重的,yan2 zhong4 de5,a
636,badly,坏,huai4,ad
637,badly,差,cha1,ad
638,badly,严重地,yan2 zhong4 di4,ad
639,bag,袋,dai4,n
640,bag,包,bao1,n
641,baggage,行李,xing2 li3,n
642,bake,烤,kao3,vt
643,bake,烘,hong1,vt
644,bake,烧硬,shao1 ying4,vt
645,balance,使平衡,shi3 ping2 heng2,vt
646,balance,称,cheng1,vt
647,balance,天平,tian1 ping2,n
648,balcony,阳台,yang2 tai2,n
649,balcony,包厢,bao1 xiang1,n
650,balcony,(戏院)楼厅,xi4 yuan4 lou2 ting1,n
651,ball,球,qiu2,n
652,ball,舞会,wu3 hui4,n
653,balloon,气球,qi4 qiu2,n
654,ban,禁令,jin4 ling4,n
655,ban,禁止,jin4 zhi3,vt
656,ban,取缔,qu3 di4,vt
657,banana,香蕉,xiang1 jiao1,n
658,band,乐队,le4 dui4,n
659,band,带,dai4,n
660,band,波段,bo1 duan4,n
661,bang,巨响,ju4 xiang3,n
662,bang,枪声,qiang1 sheng1,n
663,bang,猛击,meng3 ji1,n
664,bank,银行,yin2 xing2,n
665,bank,库,ku4,n
666,bank,堤,di1,n
667,bankrupt,破产的,po4 chan3 de5,a
668,bankrupt,使破产,shi3 po4 chan3,vt
669,banner,旗帜,qi2 zhi4,n
670,banner,横幅标语旗,heng2 fu2 biao1 yu3 qi2,n
671,bar,酒吧间,jiu3 ba5 jian1,n
672,bar,条,tiao2,n
